,year,avg_temp,MA10,MA25,avg_temp_f,MA10_F,MA25_F
260,2003,17.957777777777768,21.262999999999998,21.1464,64.324,70.27340000000001,70.06352
261,2004,17.985672514619868,21.241,21.1488,64.37421052631579,70.2338,70.06784
262,2005,17.96321637426901,21.232999999999997,21.1556,64.33378947368419,70.2194,70.08008000000001
263,2006,18.133011695906436,21.275,21.1796,64.6394210526315,70.295,70.12328000000001
264,2007,18.179005847953206,21.311,21.1728,64.72221052631575,70.35979999999999,70.11104
265,2008,17.93871345029242,21.275,21.176399999999997,64.2896842105263,70.295,70.11752
266,2009,18.056871345029258,21.365,21.211599999999997,64.50236842105262,70.45700000000001,70.18088
267,2010,18.06874269005848,21.343,21.215999999999998,64.52373684210525,70.4174,70.1888
268,2011,17.91491228070178,21.375,21.2416,64.24684210526314,70.475,70.23487999999999
269,2012,18.101812865497084,21.377,21.2648,64.5832631578947,70.4786,70.27664
270,2013,18.64277777777776,21.445,21.316,65.55699999999996,70.601,70.36880000000001
